"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID","Species_group","Admitted_date"
"163","12/9/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5137_ANHU","Non-Selasphorus",2014-12-09
"164","6/10/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6335_ALHU","Selasphorus",2016-06-10
"165","5/8/2015","Released","malibu","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","6611_ANHU","Selasphorus",2015-05-08
"166","7/12/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5083_ANHU","Non-Selasphorus",2014-07-12
"167","6/14/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","3758_ANHU","Non-Selasphorus",2009-06-14
"168","3/22/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3033_ANHU","Non-Selasphorus",2006-03-22
"169","6/9/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","860_ANHU","Non-Selasphorus",1995-06-09
"170","8/2/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","6912_ANHU","Non-Selasphorus",2016-08-02
"171","6/20/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","5860_ALHU","Selasphorus",2013-06-20
"172","2/16/2005","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Winter","window hit","Selasphorus spp.","2799_ALHU","Selasphorus",2005-02-16
"173","11/11/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","554_ANHU","Non-Selasphorus",1993-11-11
"174","4/29/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5302_ANHU","Non-Selasphorus",2015-04-29
"175","2/26/2015","Released","malibu","No","Selasphorus","Male","adult-like",0,"Winter","window hit","Selasphorus spp.","6362_ALHU","Selasphorus",2015-02-26
"176","7/24/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","529_ANHU","Non-Selasphorus",1993-07-24
"177","6/5/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","unknown","Non-selasphorus spp.","5628_ANHU","Non-Selasphorus",2016-06-05
"178","5/2/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","unknown","Non-selasphorus spp.","3942_ANHU","Non-Selasphorus",2010-05-02
"179","1/14/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found inside","Non-selasphorus spp.","3604_ANHU","Non-Selasphorus",2009-01-14
"180","6/19/1991","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","127_ANHU","Selasphorus",1991-06-19
"181","3/30/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4142_ANHU","Non-Selasphorus",2011-03-30
"182","7/14/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","3350_ANHU","Non-Selasphorus",2007-07-14
"183","4/9/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3055_ANHU","Non-Selasphorus",2006-04-09
"184","4/27/2013","Died","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","5789_ALHU","Selasphorus",2013-04-27
"185","3/27/2014","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","4922_ALHU","Selasphorus",2014-03-27
"186","7/25/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","350_ANHU","Non-Selasphorus",1992-07-25
"187","6/20/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","682_ANHU","Non-Selasphorus",1994-06-20
"188","4/9/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3247_ANHU","Non-Selasphorus",2007-04-09
"189","12/26/1998","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Winter","window hit","Non-selasphorus spp.","1521_ANHU","Non-Selasphorus",1998-12-26
"190","11/9/2002","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2348_ANHU","Non-Selasphorus",2002-11-09
"191","7/4/2009","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3777_ANHU","Selasphorus",2009-07-04
"192","6/23/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1274_ANHU","Non-Selasphorus",1997-06-23
"193","5/23/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5613_ANHU","Non-Selasphorus",2016-05-23
"194","7/5/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","window hit","Non-selasphorus spp.","4272_ANHU","Non-Selasphorus",2011-07-05
"195","9/30/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","928_ANHU","Non-Selasphorus",1995-09-30
"196","5/28/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3098_ANHU","Non-Selasphorus",2006-05-28
"197","6/12/1996","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","1074_ANHU","Selasphorus",1996-06-12
"198","8/14/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","1300_ANHU","Selasphorus",1997-08-14
"199","6/8/2003","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","2505_ALHU","Selasphorus",2003-06-08
"200","7/11/2001","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","2094_ANHU","Non-Selasphorus",2001-07-11
"201","2/11/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","window hit","Non-selasphorus spp.","3199_ANHU","Non-Selasphorus",2007-02-11
"202","2/17/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","found on the ground","Selasphorus spp.","6043_ALHU","Selasphorus",2014-02-17
"203","6/3/2002","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2266_ANHU","Non-Selasphorus",2002-06-03
"204","6/8/2008","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","3517_ANHU","Non-Selasphorus",2008-06-08
"205","4/22/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2668_ANHU","Non-Selasphorus",2004-04-22
"206","4/12/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","4685_ANHU","Non-Selasphorus",2013-04-12
"207","7/6/2003","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","2536_ANHU","Non-Selasphorus",2003-07-06
"208","5/28/1991","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","106_ANHU","Non-Selasphorus",1991-05-28
"209","5/16/2015","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",3,"Spring","found on the ground","Selasphorus spp.","5321_ALHU","Selasphorus",2015-05-16
"210","10/25/2014","Died","Lindsey","No","ANHU","Male","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5119_ANHU","Non-Selasphorus",2014-10-25
"211","2/23/2013","Died","malibu","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","5745_ANHU","Selasphorus",2013-02-23
"212","5/12/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3283_ANHU","Non-Selasphorus",2007-05-12
"213","5/26/2007","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","unknown","Non-selasphorus spp.","3295_ANHU","Selasphorus",2007-05-26
"214","12/3/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3176_ANHU","Non-Selasphorus",2006-12-03
"215","8/24/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5701_ANHU","Non-Selasphorus",2016-08-24
"216","2/24/2009","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","3625_ANHU","Selasphorus",2009-02-24
"217","4/3/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6379_ALHU","Selasphorus",2015-04-03
"218","1/1/2016","Released","malibu","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","6614_ANHU","Non-Selasphorus",2016-01-01
"219","7/7/2015","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5412_ANHU","Selasphorus",2015-07-07
"220","4/7/1991","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","61_ALHU","Selasphorus",1991-04-07
"221","4/27/2014","Died","Lindsey","No","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4973_ANHU","Non-Selasphorus",2014-04-27
"222","5/28/2016","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5621_ANHU","Selasphorus",2016-05-28
"223","1/10/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2988_ANHU","Non-Selasphorus",2006-01-10
"224","6/21/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","1862_ANHU","Non-Selasphorus",2000-06-21
"225","4/18/2009","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3696_ANHU","Non-Selasphorus",2009-04-18
"226","4/28/2010","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3935_ANHU","Selasphorus",2010-04-28
"227","9/5/2016","Died","malibu","Yes","Selasphorus","Male","adult-like",1,"Fall","window hit","Selasphorus spp.","6802_ALHU","Selasphorus",2016-09-05
"228","6/29/2016","Released","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6897_ANHU","Non-Selasphorus",2016-06-29
"229","5/9/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4996_ANHU","Non-Selasphorus",2014-05-09
"230","3/2/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","579_ANHU","Non-Selasphorus",1994-03-02
"231","6/10/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6288_ALHU","Selasphorus",2014-06-10
"232","2/23/2013","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4615_ANHU","Selasphorus",2013-02-23
"233","6/16/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1080_ANHU","Non-Selasphorus",1996-06-16
"234","1/25/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","found on the ground","Selasphorus spp.","6343_ALHU","Selasphorus",2015-01-25
"235","3/27/2015","Died","malibu","Yes","Selasphorus","unknown","Nestling",2,"Spring","nest-related","Selasphorus spp.","6375_ALHU","Selasphorus",2015-03-27
"236","12/19/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","3182_ANHU","Non-Selasphorus",2006-12-19
"237","3/18/1993","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","401_ANHU","Non-Selasphorus",1993-03-18
"238","6/13/2014","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6137_ALHU","Selasphorus",2014-06-13
"239","5/19/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","846_ANHU","Non-Selasphorus",1995-05-19
"240","3/24/1991","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","41_ANHU","Selasphorus",1991-03-24
"241","2/2/2013","Died","malibu","No","ANHU","Female-like ","adult-like",1,"Winter","unknown","Non-selasphorus spp.","5735_ANHU","Non-Selasphorus",2013-02-02
"242","6/1/1996","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1063_ANHU","Selasphorus",1996-06-01
"243","7/14/2012","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4527_ANHU","Non-Selasphorus",2012-07-14
"244","3/24/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1563_ANHU","Selasphorus",1999-03-24
"245","7/29/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","window hit","Selasphorus spp.","6767_ALHU","Selasphorus",2016-07-29
"246","5/26/2011","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4218_ANHU","Selasphorus",2011-05-26
"247","3/25/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3038_ANHU","Non-Selasphorus",2006-03-25
"248","4/30/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","457_ANHU","Non-Selasphorus",1993-04-30
"249","4/1/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2838_ANHU","Non-Selasphorus",2005-04-01
"250","5/17/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5006_ANHU","Non-Selasphorus",2014-05-17
"251","10/18/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","4818_ANHU","Non-Selasphorus",2013-10-18
"252","8/22/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3364_ANHU","Non-Selasphorus",2007-08-22
"253","3/21/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3890_ANHU","Non-Selasphorus",2010-03-21
"254","4/6/2003","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found inside","Non-selasphorus spp.","2440_ANHU","Non-Selasphorus",2003-04-06
"255","7/2/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3342_ANHU","Non-Selasphorus",2007-07-02
"256","6/23/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","881_ANHU","Selasphorus",1995-06-23
"257","7/9/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","1285_ANHU","Non-Selasphorus",1997-07-09
"258","5/9/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4991_ANHU","Non-Selasphorus",2014-05-09
"259","6/26/2003","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","2526_ANHU","Selasphorus",2003-06-26
"260","3/24/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","4138_ANHU","Non-Selasphorus",2011-03-24
"261","5/23/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4477_ANHU","Non-Selasphorus",2012-05-23
"262","7/19/1996","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","unknown","Selasphorus spp.","1105_ALHU","Selasphorus",1996-07-19
"263","4/6/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5565_ANHU","Non-Selasphorus",2016-04-06
"264","7/1/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","5668_ANHU","Non-Selasphorus",2016-07-01
"265","6/26/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","5664_ANHU","Non-Selasphorus",2016-06-26
"266","6/6/2007","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3310_ANHU","Selasphorus",2007-06-06
"267","3/30/1998","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","1363_ALHU","Selasphorus",1998-03-30
"268","6/7/1992","Died","Lindsey","No","Selasphorus","unknown","Nestling",1,"Summer","nest-related","Selasphorus spp.","307_ALHU","Selasphorus",1992-06-07
"269","3/21/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3655_ANHU","Non-Selasphorus",2009-03-21
